Year,Organization,Department,Position,Position count,Planned position count,Expense total,Course cost,Course days,Terminations,Internal hires,External hires
2014,GO Asia Pacific corporate,Procurement,Procurement Clerk,2,2,"54,527.75","8,500",12.5,0,0,1
2014,GO Asia Pacific corporate,Information Services and Technology,Vice-President of Information Technology,1,1,"166,320.87","10,500",4,0,0,0
2014,GO Asia Pacific corporate,Information Services and Technology,Information Technology Manager,1,1,"70,045.79",750,2,0,0,0
2014,GO Asia Pacific corporate,Information Services and Technology,System Analyst,0,0,,,,0,0,0
2014,GO Asia Pacific corporate,Information Services and Technology,Software Engineer,0,0,"1,768.11",,,0,0,1
2014,GO Asia Pacific corporate,Information Services and Technology,Computer Operator,1,1,"32,696.62","6,250",7.5,0,0,0
2014,GO Asia Pacific corporate,Executive Offices,Executive Vice-President,1,1,"199,532.40","10,500",4,0,0,0
2014,GO Asia Pacific corporate,Production and Distribution,Regional Manager,1,1,,,,1,0,1
2014,GO Asia Pacific operations,Production and Distribution,Regional Manager,,,"97,159.58","7,750",10.5,,,
2014,GO Asia Pacific operations,Production and Distribution,Franchise Distribution Manager,1,1,"53,301.10","7,750",10.5,0,0,1
2014,GO Asia Pacific operations,Production and Distribution,Warehouse Manager,2,2,"100,220.68","9,300",14,1,1,1
2014,GO Asia Pacific operations,Production and Distribution,Warehouse Worker,6,6,"187,296.24","6,900",21,0,0,3
2014,GO Asia Pacific operations,Production and Distribution,Warehouse Assistant Manager,1,2,"72,879.83","8,300",13,0,0,1
2014,GO Asia Pacific operations,Customer Service,Customer Service Manager,1,1,"72,761.21",,,0,0,0
2014,GO Asia Pacific operations,Customer Service,Customer Service Coordinator,2,2,"89,054.63",750,2,0,0,0
2014,GO Asia Pacific operations,Customer Service,Customer Service Representative,4,5,"140,591.60","9,250",14,0,0,3
2014,GO Asia Pacific operations,Sales,Regional Sales Manager,1,1,"110,564.89","3,500",4,0,0,0
2014,GO Asia Pacific operations,Sales,District Sales Manager,2,2,"205,527.51","7,000",8,0,0,0
2014,GO Asia Pacific operations,Sales,Branch Sales Manager,5,5,"420,533.01","17,500",20,0,0,0
2014,GO Asia Pacific operations,Sales,Level 1 Sales Representative,3,3,"179,591.95","15,250",19.5,0,0,1
2014,GO Asia Pacific operations,Sales,Level 2 Sales Representative,8,8,"769,914.54","35,250",43.5,0,0,1
2014,GO Asia Pacific operations,Sales,Level 3 Sales Representative,11,11,"1,267,349.66","52,000",63.5,0,0,1
2014,GO Asia Pacific operations,Operations,General Manager of Operations,1,1,"165,504.46","10,500",4,0,0,0
2014,GO Accessories corporate,Human Resources,Vice-President of Human Resources,1,1,"183,309.61","10,500",4,0,0,0
2014,GO Accessories corporate,Human Resources,Human Resources Administrator,1,1,"48,081.99",,,0,0,0
2014,GO Accessories corporate,Human Resources,Benefit Specialist,1,1,"40,791.02",,,0,0,0
2014,GO Accessories corporate,Human Resources,Human Resources Clerk,1,1,"33,377.13",,,0,0,0
2014,GO Accessories corporate,Finance,Controller,1,1,"183,066.88","10,500",4,0,0,0
2014,GO Accessories corporate,Finance,Finance Manager,1,1,"101,483.14","6,750",7.5,1,0,1
2014,GO Accessories corporate,Finance,Financial Analyst,2,2,"131,528.46","2,750",4,0,0,0
2014,GO Accessories corporate,Finance,Budget Analyst,3,3,"122,477.14",,,0,0,0
2014,GO Accessories corporate,Finance,Payroll Clerk,2,2,"65,958.56",,,0,0,0
2014,GO Accessories corporate,Finance,Accounting Manager,1,1,"97,534.56","12,500",14.5,1,1,0
2014,GO Accessories corporate,Finance,Accountant 1,4,4,"168,846.76","16,000",19,0,0,2
2014,GO Accessories corporate,Finance,Accountant 2,1,2,"95,619.52","4,250",5,0,1,0
2014,GO Accessories corporate,Finance,Accounting Clerk,1,2,"45,784.48","3,500",6,0,0,2
2014,GO Accessories corporate,Marketing,Vice-President of Marketing,1,1,"181,626.86","10,500",4,0,0,0
2014,GO Accessories corporate,Marketing,Marketing Manager,1,1,"68,170.05","9,500",11.5,1,0,1
2014,GO Accessories corporate,Marketing,Marketing Specialist,5,5,"179,621.76","13,000",17,0,0,1
2014,GO Accessories corporate,Sales (Corporate),Vice-President of Sales Management,1,1,"181,572.22","10,500",4,0,0,0
2014,GO Accessories corporate,Sales (Corporate),Product Manager,2,2,"119,092.14","9,750",12.5,0,0,1
2014,GO Accessories corporate,Sales (Corporate),Product Technician,3,3,"133,910.87",,,0,0,0
2014,GO Accessories corporate,Procurement,Procurement Manager,1,1,"69,818.27",,,0,0,0
2014,GO Accessories corporate,Procurement,Procurement Coordinator,0,0,,,,0,0,0
2014,GO Accessories corporate,Procurement,Procurement Clerk,3,4,"112,696.28","7,750",10.5,0,0,1
2014,GO Accessories corporate,Information Services and Technology,Vice-President of Information Technology,1,1,"184,262.62","10,500",4,0,0,0
2014,GO Accessories corporate,Information Services and Technology,Information Technology Manager,1,1,"83,846.31",,,0,0,0
2014,GO Accessories corporate,Information Services and Technology,System Analyst,0,0,,,,0,0,0
2014,GO Accessories corporate,Information Services and Technology,Software Engineer,1,2,"80,964.11","7,750",8.5,0,0,1
2014,GO Accessories corporate,Information Services and Technology,Computer Operator,1,1,"33,508.79","6,250",7.5,0,0,0
2014,GO Accessories corporate,Executive Offices,Executive Vice-President,1,1,"219,800.09","10,500",4,0,0,0
2014,GO Accessories corporate,Production and Distribution,Regional Manager,1,1,,,,0,0,0
2014,GO Accessories operations,Production and Distribution,Regional Manager,,,"102,856.62",250,1,,,
2014,GO Accessories operations,Production and Distribution,Franchise Distribution Manager,0,0,,,,0,0,0
2014,GO Accessories operations,Production and Distribution,Warehouse Manager,1,1,"58,799.69",,,0,0,0
2014,GO Accessories operations,Production and Distribution,Warehouse Worker,5,5,"179,273.36","2,300",7,0,0,0
2014,GO Accessories operations,Customer Service,Customer Service Manager,1,1,"83,266.52",,,0,0,0
2014,GO Accessories operations,Customer Service,Customer Service Coordinator,2,2,"86,705.42",250,1,0,0,0
2014,GO Accessories operations,Customer Service,Customer Service Representative,6,6,"237,337.84","5,250",10,0,0,2
2014,GO Accessories operations,Sales,Regional Sales Manager,1,1,"130,846.28","3,500",4,0,0,0
2014,GO Accessories operations,Sales,Branch Sales Manager,1,1,"89,412.46","3,500",4,0,0,0
2014,GO Accessories operations,Sales,Level 1 Sales Representative,7,8,"585,337.48","55,000",70,0,0,2
2014,GO Accessories operations,Sales,Level 2 Sales Representative,9,10,"1,053,296.34","44,000",54.5,0,1,1
2014,GO Accessories operations,Sales,Level 3 Sales Representative,5,5,"705,033.04","37,250",47,0,1,1
2014,GO Accessories operations,Operations,General Manager of Operations,1,1,"181,384.13","10,500",4,0,0,0
2014,GO Northern Europe corporate,Human Resources,Vice-President of Human Resources,1,1,"182,170.24","10,500",4,0,0,0
2014,GO Northern Europe corporate,Human Resources,Human Resources Administrator,1,1,"28,562.50","9,500",11.5,0,1,0
2014,GO Northern Europe corporate,Human Resources,Benefit Specialist,1,1,"29,816.90","2,000",3.5,0,0,1
2014,GO Northern Europe corporate,Human Resources,Human Resources Clerk,0,0,"5,629.22","1,500",2.5,0,0,1
2014,GO Northern Europe corporate,Finance,Controller,1,1,"181,504.16","10,500",4,0,0,0
2014,GO Northern Europe corporate,Finance,Finance Manager,1,1,"117,084.65",,,0,0,0
2014,GO Northern Europe corporate,Finance,Financial Analyst,1,1,"65,435.06","4,750",7.5,0,0,0
2014,GO Northern Europe corporate,Finance,Budget Analyst,1,1,"38,759.92","7,750",8.5,0,0,0
2014,GO Northern Europe corporate,Finance,Payroll Clerk,2,2,"70,232.14","4,750",6,0,0,0
2014,GO Northern Europe corporate,Finance,Accounting Manager,1,1,"91,126.62",250,1,0,0,0
2014,GO Northern Europe corporate,Finance,Accountant 1,0,0,,,,0,0,0
2014,GO Northern Europe corporate,Finance,Accountant 2,2,3,"141,796.51","23,250",26,0,0,2
2014,GO Northern Europe corporate,Finance,Accounting Clerk,2,2,"68,422.66","2,250",3,0,0,0
2014,GO Northern Europe corporate,Marketing,Vice-President of Marketing,1,1,"183,018.33","10,500",4,0,0,0
2014,GO Northern Europe corporate,Marketing,Marketing Manager,1,1,"63,523.19","2,000",2,0,0,0
2014,GO Northern Europe corporate,Marketing,Marketing Specialist,2,2,"76,403.26","2,000",2,0,0,0
2014,GO Northern Europe corporate,Sales (Corporate),Vice-President of Sales Management,1,1,"181,999.60","10,500",4,0,0,0
2014,GO Northern Europe corporate,Sales (Corporate),Product Manager,2,2,"133,296.34","5,750",7,0,0,0
2014,GO Northern Europe corporate,Sales (Corporate),Product Technician,2,2,"80,488.24",750,2,0,0,0
2014,GO Northern Europe corporate,Procurement,Procurement Manager,1,1,"69,635.27",,,0,0,0
2014,GO Northern Europe corporate,Procurement,Procurement Coordinator,1,1,"39,937.90",,,0,0,0
2014,GO Northern Europe corporate,Procurement,Procurement Clerk,2,2,"67,559.30","4,750",6,0,0,0
2014,GO Northern Europe corporate,Information Services and Technology,Vice-President of Information Technology,1,1,"180,959.67","10,500",4,0,0,0
2014,GO Northern Europe corporate,Information Services and Technology,Information Technology Manager,1,1,"82,982.01",,,0,0,0
2014,GO Northern Europe corporate,Information Services and Technology,System Analyst,0,0,,,,0,0,0
2014,GO Northern Europe corporate,Information Services and Technology,Software Engineer,1,1,"77,834.43","2,000",2.5,0,0,1
2014,GO Northern Europe corporate,Information Services and Technology,Computer Operator,0,0,,,,0,0,0
2014,GO Northern Europe corporate,Executive Offices,Executive Vice-President,1,1,"218,821.67","10,500",4,0,0,0
2014,GO Northern Europe corporate,Production and Distribution,Regional Manager,1,1,,,,0,0,1
2014,GO Northern Europe operations,Production and Distribution,Regional Manager,,,"77,253.01","7,750",10.5,,,
2014,GO Northern Europe operations,Production and Distribution,Franchise Distribution Manager,0,0,,,,0,0,0
2014,GO Northern Europe operations,Production and Distribution,Warehouse Manager,1,1,"55,539.72",,,0,0,0
2014,GO Northern Europe operations,Production and Distribution,Warehouse Worker,3,3,"90,270.40","4,350",13,0,0,2
2014,GO Northern Europe operations,Production and Distribution,Warehouse Assistant Manager,1,1,"37,378.41","2,300",7,0,0,1
2014,GO Northern Europe operations,Customer Service,Customer Service Manager,1,1,"95,829.30",,,0,0,0
2014,GO Northern Europe operations,Customer Service,Customer Service Coordinator,1,1,"44,602.42",250,1,0,0,0
2014,GO Northern Europe operations,Customer Service,Customer Service Representative,2,2,"87,462.93",250,1,0,0,0
2014,GO Northern Europe operations,Sales,Regional Sales Manager,1,1,"130,105.50","3,500",4,0,0,0
2014,GO Northern Europe operations,Sales,District Sales Manager,1,1,"112,096.59","3,500",4,0,0,0
2014,GO Northern Europe operations,Sales,Branch Sales Manager,3,3,"257,940.57","10,500",12,0,0,0
2014,GO Northern Europe operations,Sales,Level 1 Sales Representative,3,3,"151,757.03","10,750",13,0,0,0
2014,GO Northern Europe operations,Sales,Level 2 Sales Representative,4,4,"383,123.12","14,000",16,0,0,0
2014,GO Northern Europe operations,Sales,Level 3 Sales Representative,5,5,"565,244.15","24,500",30.5,0,0,1
2014,GO Northern Europe operations,Operations,General Manager of Operations,1,1,"181,709.54","10,500",4,0,0,0
2014,GO Southern Europe corporate,Human Resources,Vice-President of Human Resources,1,1,"187,655.02","10,500",4,0,0,0
2014,GO Southern Europe corporate,Human Resources,Human Resources Administrator,1,1,"43,201.98",250,1,0,0,0
2014,GO Southern Europe corporate,Human Resources,Benefit Specialist,1,1,"35,279.38",250,1,0,0,0
2014,GO Southern Europe corporate,Human Resources,Human Resources Clerk,2,2,"66,499.41",,,0,0,0
2014,GO Southern Europe corporate,Finance,Controller,1,1,"187,016.08","10,500",4,0,0,0
2014,GO Southern Europe corporate,Finance,Finance Manager,1,1,"128,452.13",,,0,0,0
2014,GO Southern Europe corporate,Finance,Financial Analyst,1,1,"63,929.11","2,750",4,0,0,0
2014,GO Southern Europe corporate,Finance,Budget Analyst,1,1,"43,584.10",,,0,0,0
2014,GO Southern Europe corporate,Finance,Payroll Clerk,1,1,"36,852.99",,,0,0,0
2014,GO Southern Europe corporate,Finance,Accounting Manager,1,1,"101,729.09",,,0,0,0
2014,GO Southern Europe corporate,Finance,Accountant 1,1,1,"45,113.70",250,1,0,0,0
2014,GO Southern Europe corporate,Finance,Accountant 2,2,2,"98,634.23","11,250",12.5,0,0,1
2014,GO Southern Europe corporate,Finance,Accounting Clerk,1,1,"34,099.71",,,0,0,0
2014,GO Southern Europe corporate,Marketing,Vice-President of Marketing,1,1,"186,589.52","10,500",4,0,0,0
2014,GO Southern Europe corporate,Marketing,Marketing Manager,1,1,"64,182.61","7,750",9,0,0,0
2014,GO Southern Europe corporate,Marketing,Marketing Specialist,2,2,"71,272.58","2,250",3,0,0,0
2014,GO Southern Europe corporate,Sales (Corporate),Vice-President of Sales Management,1,1,"187,101.40","10,500",4,0,0,0
2014,GO Southern Europe corporate,Sales (Corporate),Product Manager,2,2,"149,135.05",,,0,0,0
2014,GO Southern Europe corporate,Sales (Corporate),Product Technician,1,1,"45,682.49",,,0,0,0
2014,GO Southern Europe corporate,Procurement,Procurement Manager,1,1,"67,858.68",,,0,0,0
2014,GO Southern Europe corporate,Procurement,Procurement Coordinator,2,2,"84,982.10",,,0,0,0
2014,GO Southern Europe corporate,Procurement,Procurement Clerk,1,1,"31,774.84",,,0,0,0
2014,GO Southern Europe corporate,Information Services and Technology,Vice-President of Information Technology,1,1,"186,031.95","10,500",4,0,0,0
2014,GO Southern Europe corporate,Information Services and Technology,Information Technology Manager,1,1,"97,596.24","6,500",6.5,1,0,1
2014,GO Southern Europe corporate,Information Services and Technology,System Analyst,0,0,,,,0,0,0
2014,GO Southern Europe corporate,Information Services and Technology,Software Engineer,1,1,"72,544.52",500,1.5,0,0,1
2014,GO Southern Europe corporate,Information Services and Technology,Computer Operator,0,0,,,,0,0,0
2014,GO Southern Europe corporate,Executive Offices,Executive Vice-President,1,1,"223,843.68","10,500",4,0,0,0
2014,GO Southern Europe corporate,Production and Distribution,Regional Manager,0,1,,,,0,0,1
2014,GO Southern Europe operations,Production and Distribution,Regional Manager,,,"32,466.67","4,000",5.5,,,
2014,GO Southern Europe operations,Production and Distribution,Franchise Distribution Manager,1,1,"73,025.19",,,0,0,0
2014,GO Southern Europe operations,Production and Distribution,Warehouse Manager,1,1,"59,648.52",,,0,0,0
2014,GO Southern Europe operations,Production and Distribution,Warehouse Worker,2,2,"70,716.20",,,0,0,0
2014,GO Southern Europe operations,Production and Distribution,Warehouse Assistant Manager,1,1,"56,775.46","3,850",5.5,0,0,0
2014,GO Southern Europe operations,Customer Service,Customer Service Manager,1,1,"78,030.12",,,0,0,0
2014,GO Southern Europe operations,Customer Service,Customer Service Coordinator,1,1,"51,408.05",,,0,0,0
2014,GO Southern Europe operations,Customer Service,Customer Service Representative,2,3,"100,532.01","2,750",5.5,0,0,1
2014,GO Southern Europe operations,Sales,Regional Sales Manager,1,1,"134,377.68","3,500",4,0,0,0
2014,GO Southern Europe operations,Sales,Branch Sales Manager,3,3,"266,143.92","10,500",12,0,0,0
2014,GO Southern Europe operations,Sales,Level 1 Sales Representative,4,4,"274,735.63","34,500",45.5,0,0,1
2014,GO Southern Europe operations,Sales,Level 2 Sales Representative,4,4,"309,307.16","24,500",30.5,0,0,1
2014,GO Southern Europe operations,Sales,Level 3 Sales Representative,4,4,"416,420.42","33,500",42,0,1,0
2014,GO Southern Europe operations,Operations,General Manager of Operations,1,1,"189,098.12","10,500",4,0,0,0
2015,GO Americas corporate,Human Resources,Vice-President of Human Resources,1,1,"208,576.96","11,500",4,0,0,0
2015,GO Americas corporate,Human Resources,Human Resources Administrator,1,1,"56,024.23",,,0,0,0
2015,GO Americas corporate,Human Resources,Benefit Specialist,2,2,"87,514.88",,,0,0,0
2015,GO Americas corporate,Human Resources,Human Resources Clerk,2,2,"69,346.45",,,0,0,0
2015,GO Americas corporate,Finance,Controller,1,1,"209,974.53","11,500",4,0,0,0
2015,GO Americas corporate,Finance,Finance Manager,1,1,"160,240.88",,,0,0,0
2015,GO Americas corporate,Finance,Financial Analyst,1,1,"78,253.67",,,0,0,0
2015,GO Americas corporate,Finance,Budget Analyst,1,1,"60,021.97",,,0,0,0
2015,GO Americas corporate,Finance,Payroll Clerk,2,2,"82,988.36","6,750",9.5,0,0,0
2015,GO Americas corporate,Finance,Accounting Manager,1,1,"128,125.56",,,0,0,0
2015,GO Americas corporate,Finance,Accountant 1,1,1,"49,582.13",,,0,0,0
2015,GO Americas corporate,Finance,Accountant 2,6,6,"489,548.08","12,500",14,0,0,0
2015,GO Americas corporate,Finance,Accounting Clerk,6,6,"219,294.30",,,0,0,0
2015,GO Americas corporate,Marketing,Vice-President of Marketing,1,1,"206,450.58","11,500",4,0,0,0
2015,GO Americas corporate,Marketing,Marketing Manager,1,1,"73,429.53",,,0,0,0
