,customer_id,age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score
60,59240,30,0,30,1,0,0,0,40,54766.0,3,39,48,5,0,0,0,15,43,0.0
61,49387,23,0,23,1,0,1,0,61,50308.0,2,5,12,1,3,0,0,7,31,0.0
62,37926,45,18,45,0,0,0,0,54,45351.0,2,24,36,2,7,2,2,15,29,10.023
63,69249,47,19,47,1,0,0,0,59,57006.0,4,23,36,1,1,0,3,9,31,10.932
64,17637,39,14,39,0,0,0,0,47,35403.0,2,12,24,3,2,5,2,10,41,12.927
65,5626,17,0,17,0,0,0,0,58,28283.0,5,13,24,2,0,0,0,3,37,0.0
66,55370,56,25,56,1,0,0,0,50,52828.0,2,12,24,3,0,1,1,13,36,10.651
67,52641,41,14,41,1,0,0,0,57,51655.0,7,17,24,2,2,0,0,9,32,0.0
68,41795,38,8,38,0,0,0,0,54,46630.0,5,23,36,2,4,0,0,9,36,0.0
69,17024,34,3,34,0,0,0,0,58,35297.0,4,17,24,1,0,0,0,11,30,0.0
70,45025,47,22,47,1,0,0,0,38,48033.0,2,13,24,5,0,0,0,20,41,0.0
71,5324,24,0,24,1,0,0,0,60,27599.0,7,26,36,1,1,0,0,12,26,0.0
72,24658,84,56,84,1,0,0,0,46,39118.0,3,21,24,4,0,0,0,11,42,0.0
73,49820,43,13,43,1,0,0,0,50,50552.0,5,10,12,3,0,1,1,12,36,7.322
74,25402,63,34,63,1,0,0,0,43,39763.0,1,41,48,4,0,6,15,11,45,22.174
75,21404,41,14,41,1,0,0,0,62,37866.0,7,27,36,1,0,3,2,6,30,10.322
76,1192,33,3,33,1,0,0,0,51,21834.0,2,-3,0,3,2,1,0,10,37,0.0
77,22312,44,15,44,1,0,0,0,55,38052.0,6,11,24,2,0,0,0,13,31,0.0
78,28259,59,30,59,1,0,0,0,61,41016.0,2,21,24,1,2,2,2,9,28,10.385
79,51440,46,15,46,0,0,0,0,56,51321.0,6,23,36,2,0,3,2,6,37,8.748
80,49593,32,1,32,1,0,0,0,41,50630.0,3,29,36,4,3,3,2,8,49,12.649
81,6330,23,0,23,0,0,0,0,50,28288.0,3,40,48,3,1,2,1,10,39,9.166
82,53415,50,23,50,0,0,0,0,21,51902.0,1,11,24,8,2,0,0,27,50,0.0
83,38406,33,0,33,0,0,0,0,56,45478.0,2,35,48,2,4,0,0,15,28,0.0
84,16395,33,1,33,1,0,0,1,59,35069.0,6,19,24,1,0,6,18,8,32,24.555
85,19682,67,36,67,0,0,0,0,54,36889.0,3,12,24,2,1,2,1,12,33,7.396
86,15394,51,21,51,0,0,0,0,55,34494.0,5,-1,0,2,0,0,0,10,33,0.0
87,24646,61,30,61,1,0,0,0,42,39029.0,4,40,48,4,0,3,27,14,42,33.719
88,16705,56,27,56,0,0,0,0,63,35150.0,1,9,12,1,1,3,2,2,33,8.742
89,21642,43,15,43,0,0,0,0,45,38012.0,3,13,24,4,0,0,0,6,47,0.0
90,23926,40,6,40,0,0,0,0,43,38751.0,7,24,36,4,3,5,2,10,45,8.767000000000001
91,18487,46,14,46,1,0,0,0,36,35903.0,7,-3,0,5,0,0,0,17,46,0.0
92,14102,33,4,33,1,0,0,0,53,33342.0,7,31,36,2,0,6,20,14,31,26.86
93,6633,37,5,37,0,0,0,0,45,28708.0,3,-5,0,4,0,0,0,14,39,0.0
94,32634,46,17,46,0,0,0,0,52,42260.0,4,29,36,3,5,2,4,12,34,12.113
95,6628,46,13,46,1,0,0,0,49,28674.0,3,35,48,3,0,0,0,5,44,0.0
96,22766,44,13,44,1,0,0,0,40,38245.0,5,-2,0,5,2,0,0,14,44,0.0
97,4770,42,13,42,0,0,0,0,46,26970.0,4,34,36,4,0,0,0,15,38,0.0
98,38249,40,11,40,1,0,0,0,38,45364.0,7,36,48,5,0,4,1,15,46,7.393
99,79547,19,0,19,1,0,0,0,65,61817.0,6,37,48,0,0,3,3,13,20,12.658
100,15825,46,18,46,1,0,0,0,43,34847.0,5,41,48,4,4,3,1,14,42,7.752999999999999
101,663,74,46,74,1,0,0,0,72,19774.0,1,5,12,0,1,0,0,16,11,0.0
102,19456,36,0,36,1,0,0,0,21,36681.0,4,-6,0,8,0,0,0,13,65,0.0
103,101881,57,28,57,1,0,0,0,68,70235.0,5,12,24,0,0,3,3,7,23,9.782
104,42142,45,16,45,1,0,0,0,62,46630.0,2,13,24,1,1,0,0,19,18,0.0
105,90078,29,4,29,0,0,0,0,44,65327.0,4,41,48,4,1,4,5,16,38,13.648
106,36524,23,0,23,1,0,0,0,53,44358.0,6,13,24,3,1,0,0,13,32,0.0
107,931,64,33,64,1,0,0,0,41,20479.0,3,41,48,4,1,0,0,13,44,0.0
108,40205,27,0,27,0,0,0,0,63,46143.0,4,32,36,1,2,0,0,13,23,0.0
109,4890,37,8,37,1,0,0,0,70,26969.0,3,36,48,0,0,4,1,7,21,13.116
110,11628,50,26,50,1,0,0,0,31,31972.0,3,-4,0,6,2,0,0,17,51,0.0
111,54533,58,29,58,1,0,1,0,67,52582.0,1,28,36,0,0,2,1,12,20,10.096
112,54382,38,9,38,1,0,0,0,58,52478.0,5,16,24,2,3,1,15,6,34,21.674
113,62092,33,6,33,0,0,0,0,51,55376.0,6,40,48,3,1,6,18,7,40,26.447
114,6880,41,11,41,1,0,0,0,55,29036.0,6,18,24,2,4,2,1,9,35,11.192
115,26677,47,15,47,1,0,0,0,62,40216.0,6,31,36,1,3,0,0,12,25,0.0
116,27014,37,7,37,0,0,0,0,44,40362.0,4,22,24,4,3,0,0,13,41,0.0
117,61671,25,0,25,1,0,0,0,58,55336.0,7,36,48,2,1,0,0,9,31,0.0
118,40533,47,18,47,1,0,0,0,52,46208.0,3,16,24,3,1,0,0,19,27,0.0
119,83809,34,0,34,1,0,0,0,69,63451.0,5,15,24,0,0,0,13,12,18,19.545
120,24092,45,16,45,1,0,0,0,45,38868.0,6,-3,0,4,4,0,0,9,44,0.0
121,5549,21,0,21,0,0,0,0,59,28164.0,6,16,24,1,2,3,3,12,28,9.598
122,33249,57,28,57,1,0,0,0,64,42531.0,6,26,36,1,0,0,0,8,27,0.0
123,51469,30,0,30,0,0,0,0,47,51339.0,4,0,12,4,2,0,0,12,40,0.0
124,7521,19,0,19,1,0,0,0,47,29936.0,6,31,36,4,0,0,0,14,38,0.0
125,2418,53,22,53,1,0,0,0,51,24993.0,4,29,36,3,0,0,0,10,38,0.0
126,57672,37,7,37,1,0,0,0,67,54117.0,7,40,48,0,1,0,0,11,20,0.0
127,25159,32,0,32,0,0,0,0,53,39384.0,6,26,36,3,2,2,1,9,36,8.559
128,34895,16,0,16,0,0,0,0,45,43349.0,3,37,48,4,0,0,0,13,41,0.0
129,25187,36,4,36,1,0,0,0,59,39404.0,5,37,48,2,1,0,0,9,31,0.0
130,11654,38,6,38,0,0,0,0,66,32037.0,2,15,24,0,1,0,0,7,25,0.0
131,22592,35,3,35,0,0,0,0,51,38244.0,6,20,24,3,0,0,0,18,30,0.0
132,13252,35,4,35,0,0,0,0,64,32524.0,3,21,24,1,1,1,1,13,21,7.932
133,104959,40,11,40,0,0,0,0,66,70904.0,3,26,36,0,3,2,1,9,24,9.292
134,6566,36,5,36,0,0,0,0,48,28560.0,2,9,12,3,0,5,1,15,36,7.516
135,32597,40,10,40,0,0,0,0,57,42341.0,2,40,48,2,0,1,1,11,31,11.112
136,4085,45,16,45,0,0,0,0,48,26896.0,4,22,24,3,1,5,2,12,39,11.086
137,30444,42,11,42,0,0,0,0,53,41279.0,7,-3,0,2,0,0,0,6,40,0.0
138,37739,19,0,19,1,0,0,0,60,45301.0,3,31,36,1,1,0,0,7,32,0.0
139,61690,36,12,36,1,0,0,0,50,55342.0,7,33,36,3,1,0,0,10,38,0.0
140,49337,45,15,45,0,0,0,0,53,50232.0,7,41,48,2,3,3,1,10,36,10.169
141,54848,39,9,39,1,0,0,0,60,52632.0,7,40,48,1,4,0,0,3,35,0.0
142,36111,39,5,39,1,0,0,0,56,44433.0,5,22,24,2,0,0,0,7,35,0.0
143,49309,67,38,67,1,0,0,0,39,50240.0,4,12,24,5,0,2,2,11,48,11.356
144,13007,37,7,37,1,0,0,0,43,32357.0,2,9,12,4,3,2,1,8,47,10.489
145,47464,38,9,38,1,0,0,0,67,49050.0,2,22,24,0,0,3,2,11,21,10.435
146,30102,46,18,46,0,0,0,0,45,41268.0,6,-4,0,4,0,0,0,19,34,0.0
147,59043,38,9,38,1,0,0,0,76,54573.0,2,-2,0,1,0,0,0,6,17,0.0
148,49983,54,21,54,0,0,0,0,52,50766.0,4,15,24,3,0,4,3,14,33,11.928
149,30584,16,0,16,0,0,0,0,48,41392.0,5,9,12,3,0,4,1,11,40,10.417
150,34658,30,0,30,1,0,0,0,66,43097.0,4,34,36,0,0,0,0,13,20,0.0
151,55930,40,7,40,0,0,0,0,56,53176.0,7,23,24,2,0,2,1,7,35,8.099
152,61594,47,21,47,1,0,0,0,53,55329.0,4,30,36,2,1,0,0,7,39,0.0
153,60103,39,6,39,1,0,0,0,54,55001.0,4,-6,0,2,3,0,0,8,36,0.0
154,7200,40,10,40,1,0,0,0,70,29681.0,5,29,36,0,0,6,3,7,22,11.223
155,35314,51,21,51,0,0,0,0,70,43768.0,6,12,24,0,0,4,3,12,17,12.949000000000002
156,10105,57,28,57,0,0,0,0,61,31474.0,4,10,12,1,1,4,3,17,20,12.001
157,43725,30,2,30,1,0,0,0,45,47414.0,7,25,36,4,3,4,1,11,42,13.064
158,45474,27,0,27,1,0,0,0,53,47984.0,7,7,12,2,1,2,1,14,31,8.117
159,49824,45,14,45,0,0,0,0,57,50710.0,7,22,24,2,1,0,0,16,25,0.0
160,23644,38,9,38,0,0,0,0,51,38501.0,3,29,36,3,1,0,0,16,32,0.0
161,47771,24,0,24,1,0,0,0,56,49185.0,3,40,48,2,0,2,1,14,28,9.149
162,5956,50,20,50,0,0,0,0,72,28289.0,4,-5,0,0,2,0,0,9,18,0.0
163,13964,36,5,36,1,0,0,0,42,33328.0,6,11,24,4,1,4,2,8,48,10.470999999999998
164,23170,33,7,33,1,0,0,0,57,38158.0,3,14,24,2,0,1,8,9,32,14.663
165,25352,35,4,35,1,0,0,0,48,39841.0,6,7,12,3,1,0,0,13,37,0.0
166,13338,29,0,29,0,0,0,0,51,32682.0,5,7,12,3,0,2,4,13,34,10.813
167,45783,69,41,69,1,0,0,0,57,48055.0,6,22,24,2,3,5,2,9,33,11.019
168,2605,29,2,29,1,0,0,0,53,25124.0,2,-2,0,2,0,0,0,12,33,0.0
169,47278,59,29,59,0,0,0,0,37,48706.0,1,11,24,5,2,2,2,15,47,10.898
170,24694,14,0,14,0,0,0,0,62,39234.0,3,11,24,1,0,0,0,13,24,0.0
171,49293,35,5,35,0,0,0,0,49,50245.0,3,29,36,3,0,1,1,11,39,11.959
172,1071,32,4,32,1,0,0,0,62,21029.0,6,12,24,1,0,5,2,13,24,10.753
173,49418,34,2,34,1,0,0,0,64,50470.0,4,-5,0,1,1,0,0,10,24,0.0
174,40360,64,32,64,1,0,0,0,65,46131.0,3,36,48,0,0,4,1,8,25,11.127
175,34737,33,1,33,0,0,0,0,52,43216.0,5,-4,0,3,4,0,0,12,34,0.0
176,16695,53,24,53,1,0,0,0,56,35118.0,5,22,24,2,1,4,3,13,29,9.261
177,58456,36,6,36,1,0,0,0,57,54449.0,3,27,36,2,0,0,0,12,30,0.0
178,53226,43,12,43,1,0,0,0,50,51929.0,6,8,12,3,2,1,1,15,34,11.816
179,40524,46,15,46,0,0,0,0,47,46205.0,4,36,48,3,1,1,8,18,33,14.789
180,60877,40,13,40,0,0,0,0,28,55330.0,4,21,24,7,2,2,28,28,43,35.001999999999995
181,23778,33,2,33,1,0,0,0,43,38461.0,7,21,24,4,1,2,1,17,39,7.425
182,1893,63,36,63,1,0,0,0,59,23562.0,2,35,48,1,0,0,0,7,32,0.0
183,32988,18,0,18,1,0,0,1,48,42436.0,2,37,48,3,1,6,20,10,41,26.628
184,73798,26,0,26,0,0,0,0,59,59102.0,3,6,12,1,3,3,1,8,32,10.279000000000002
185,36208,69,43,69,0,0,0,0,53,44408.0,1,31,36,2,0,3,2,7,38,11.602
186,20776,39,11,39,1,0,0,0,53,37468.0,4,40,48,2,1,6,3,6,39,9.481
187,52777,52,22,52,0,0,0,0,73,51676.0,4,30,36,0,0,5,2,14,12,8.405
188,50676,34,9,34,1,0,0,0,63,50940.0,6,17,24,1,0,5,4,7,28,10.311
189,20570,29,0,29,0,0,0,0,47,37492.0,6,16,24,3,0,0,0,9,42,0.0
190,49188,34,7,34,1,0,0,0,63,50226.0,7,19,24,1,0,0,0,7,29,0.0
191,11395,43,15,43,0,0,0,0,70,31962.0,3,12,24,0,5,0,0,7,22,0.0
192,20631,30,2,30,0,0,0,0,41,37502.0,4,-2,0,5,0,0,0,14,44,0.0
193,80240,46,18,46,0,0,0,0,47,61968.0,7,8,12,3,5,1,15,10,41,22.13
194,61458,34,6,34,0,0,0,0,60,55346.0,3,24,36,1,0,4,3,7,31,10.732
195,19214,43,10,43,0,0,0,0,65,36444.0,6,29,36,0,0,3,1,5,28,9.509
196,45843,40,11,40,1,0,0,0,64,48070.0,7,12,24,1,1,3,8,8,27,15.549
197,67667,37,7,37,0,0,0,0,47,56562.0,7,7,12,3,2,1,29,10,42,35.848
198,59723,20,0,20,1,0,0,0,53,54919.0,7,8,12,3,0,0,0,10,36,0.0
199,39296,36,8,36,1,0,0,0,38,45721.0,6,31,36,5,0,0,0,16,45,0.0
200,59897,41,12,41,1,0,0,0,57,54860.0,7,17,24,2,1,0,0,8,34,0.0
201,2487,86,54,86,0,0,0,0,62,25112.0,6,34,36,1,1,0,0,12,25,0.0
202,21588,43,14,43,1,0,0,0,49,37993.0,5,40,48,3,0,3,2,8,41,8.439
203,25455,45,15,45,0,0,0,0,69,39847.0,7,22,24,0,0,4,3,8,21,9.791
204,57586,29,0,29,0,0,0,0,59,54044.0,3,14,24,1,2,0,0,4,35,0.0
205,46404,26,0,26,1,0,0,0,62,48537.0,4,30,36,1,1,0,0,8,28,0.0
206,14095,42,15,42,1,0,0,0,53,33339.0,6,40,48,2,0,1,18,7,38,24.615
207,27800,24,0,24,0,0,0,0,58,40910.0,3,-3,0,1,4,0,0,14,26,0.0
208,100914,42,15,42,1,0,0,0,55,69682.0,7,13,24,2,2,1,17,11,33,24.31
209,60385,36,7,36,1,0,0,0,59,55077.0,2,30,36,1,0,0,0,10,29,0.0
210,10552,24,0,24,1,0,0,0,69,31868.0,3,5,12,0,3,0,0,8,21,0.0
211,41878,18,0,18,0,0,0,0,60,46611.0,2,25,36,1,3,1,1,6,32,8.222000000000001
212,60929,44,14,44,0,0,0,0,68,55278.0,5,31,36,0,0,3,2,7,23,9.248
213,30226,52,24,52,1,0,0,0,48,41287.0,4,40,48,4,2,2,1,7,44,8.379
214,89697,57,26,57,0,0,0,1,52,65214.0,3,30,36,3,0,3,17,11,36,23.866
215,25301,47,17,47,1,0,0,0,61,39622.0,5,41,48,1,0,4,1,7,30,12.232
216,61538,35,4,35,0,0,0,0,58,55284.0,3,41,48,2,0,3,2,10,30,12.879
217,40837,22,0,22,0,0,0,0,57,46523.0,3,38,48,2,1,0,0,18,24,0.0
218,64637,59,28,59,0,0,0,0,67,55954.0,3,29,36,0,1,3,2,10,22,10.369000000000002
219,45480,48,18,48,0,0,0,0,76,48050.0,5,22,24,0,0,5,2,9,13,10.29
220,56837,38,4,38,0,0,0,0,56,53622.0,7,6,12,2,0,0,0,14,28,0.0
221,30386,35,6,35,1,0,0,0,35,41270.0,7,7,12,5,0,0,0,10,53,0.0
222,101794,55,26,55,1,0,0,0,64,70156.0,3,8,12,1,1,3,2,7,27,11.489
223,46960,34,6,34,0,0,0,0,58,48581.0,4,31,36,2,2,0,0,10,30,0.0
224,86462,51,21,51,0,0,0,0,66,64731.0,1,16,24,0,2,4,1,10,22,8.112
225,10798,70,36,70,1,0,0,0,53,31933.0,6,30,36,3,0,0,0,11,35,0.0
226,8678,36,4,36,1,0,0,0,55,30830.0,2,12,24,2,3,2,1,8,36,9.412
227,64224,31,6,31,0,0,0,0,56,55915.0,3,40,48,2,0,3,2,10,33,9.647
228,41191,33,2,33,0,0,0,0,30,46603.0,2,21,24,6,4,4,2,17,52,10.225
229,54022,32,4,32,0,0,0,0,49,52411.0,3,37,48,3,1,1,1,14,35,9.684
230,5956,50,20,50,0,0,0,0,72,28289.0,4,-5,0,0,2,0,0,9,18,0.0
231,14913,41,11,41,0,0,0,0,65,33903.0,5,17,24,0,3,1,15,11,22,22.341
232,57592,41,12,41,0,0,0,0,58,53992.0,7,29,36,2,0,4,3,9,32,12.436
233,43719,24,0,24,1,0,0,0,61,47413.0,7,23,24,1,4,0,0,14,23,0.0
234,62560,50,19,50,0,0,0,0,66,55499.0,6,21,24,0,2,4,1,10,23,8.333
235,41569,41,10,41,1,0,0,0,67,46590.0,2,21,24,0,0,4,2,15,16,11.264
236,10470,36,6,36,1,0,0,0,54,31706.0,2,14,24,2,4,0,0,7,38,0.0
237,61402,25,0,25,0,0,0,0,73,55273.0,3,28,36,0,1,3,2,9,17,8.82
238,9615,79,54,79,1,0,0,0,57,31329.0,4,0,12,2,0,0,0,7,34,0.0
239,67345,24,0,24,1,0,0,0,33,56622.0,4,30,36,6,1,2,1,27,38,11.776
240,60298,44,16,44,1,0,0,0,57,54953.0,4,31,36,2,1,2,1,7,35,10.539
241,59695,45,12,45,1,0,0,0,54,54862.0,7,-6,0,2,7,1,0,16,28,0.0
242,15451,40,11,40,1,0,0,0,53,34698.0,3,11,24,2,0,3,1,9,37,12.949000000000002
243,32509,45,17,45,0,0,0,0,62,42224.0,7,22,24,1,0,0,0,6,30,0.0
244,5711,49,20,49,0,0,0,0,62,28322.0,6,18,24,1,3,1,1,7,30,8.426
245,40627,38,10,38,1,0,0,0,57,46526.0,4,29,36,2,0,0,0,11,31,0.0
246,49424,34,7,34,0,0,0,0,56,50510.0,3,14,24,2,0,0,0,8,34,0.0
247,8863,30,0,30,1,0,0,0,64,31043.0,6,21,24,0,0,0,0,10,25,0.0
248,15113,32,6,32,0,0,0,0,66,33962.0,5,26,36,0,0,0,0,12,21,0.0
249,14238,43,12,43,0,0,0,0,61,33647.0,7,24,36,1,0,0,0,8,30,0.0
250,49105,21,0,21,1,0,0,0,40,50083.0,6,24,36,5,1,0,0,16,43,0.0
251,7289,43,14,43,0,0,0,0,50,29739.0,4,5,12,3,3,5,3,5,43,10.214
252,23546,46,17,46,0,0,0,0,43,38498.0,3,-4,0,4,3,1,0,8,47,0.0
253,47070,38,12,38,0,0,0,0,63,48612.0,7,18,24,1,0,0,0,15,20,0.0
254,50337,17,0,17,1,0,0,0,48,50905.0,4,18,24,3,3,4,1,10,40,8.783
255,24914,38,10,38,0,0,0,0,48,39274.0,7,29,36,3,0,0,2,17,33,10.057
256,30646,28,0,28,1,0,0,0,54,41548.0,4,30,36,2,0,0,0,21,23,0.0
257,6416,54,23,54,1,0,0,0,48,28258.0,3,36,48,3,2,0,0,16,35,0.0
258,59034,59,30,59,1,0,0,0,54,54598.0,2,39,48,2,0,1,1,7,38,11.916
259,18463,29,3,29,1,0,0,0,42,35853.0,7,29,36,4,1,2,1,16,40,9.327
260,25630,34,0,34,0,0,0,0,50,39832.0,2,22,24,3,4,5,15,10,39,21.972
261,52155,32,6,32,0,0,0,0,47,51509.0,5,24,36,4,0,0,0,14,38,0.0
262,34429,59,30,59,1,0,0,0,53,42666.0,5,-1,0,3,1,1,0,8,37,0.0
263,61536,39,9,39,0,0,0,0,58,55284.0,3,23,36,2,1,0,0,10,30,0.0
264,56962,26,0,26,1,0,0,0,60,53713.0,2,9,12,1,0,3,1,11,27,9.282
265,54658,38,12,38,0,0,0,0,29,52574.0,2,14,24,7,0,4,2,11,59,11.892
266,62349,38,7,38,0,0,0,0,55,55505.0,5,17,24,2,2,0,0,11,32,0.0
267,45630,43,12,43,0,0,0,0,61,48041.0,6,12,24,1,0,0,0,12,26,0.0
268,40063,48,18,48,1,0,0,0,56,46024.0,5,12,24,2,0,2,1,20,22,9.189
269,8158,33,2,33,0,0,0,0,58,30117.0,5,40,48,2,0,4,1,10,30,7.569
270,48833,28,1,28,1,0,0,0,53,50141.0,3,-1,0,2,0,0,0,15,31,0.0
271,35479,34,4,34,0,0,0,0,48,43760.0,6,41,48,3,0,3,2,13,37,9.881
272,45170,40,9,40,0,0,0,0,62,48035.0,3,26,36,1,1,4,3,8,28,10.19
273,18046,25,0,25,0,0,0,0,45,35375.0,5,12,24,4,2,0,2,11,43,9.928
274,60061,40,11,40,0,0,0,0,55,54913.0,2,38,48,2,0,0,0,15,28,0.0
275,107860,19,0,19,0,0,0,0,51,71457.0,3,7,12,3,0,0,30,11,36,36.854
276,60067,17,0,17,1,0,0,0,50,54911.0,3,11,12,3,0,5,3,10,39,12.288
277,36050,23,0,23,0,0,0,0,49,44449.0,5,14,24,3,2,0,0,10,39,0.0
278,40169,20,0,20,1,0,0,0,57,45957.0,2,15,24,2,0,0,0,8,33,0.0
279,26486,27,0,27,1,0,1,0,52,40034.0,7,41,48,3,0,3,15,15,32,21.377
280,46414,34,7,34,1,0,0,0,51,48518.0,6,37,48,3,0,3,3,16,32,14.742
281,18229,43,9,43,1,0,0,0,43,35845.0,2,39,48,4,0,5,3,9,46,9.943
282,43347,32,2,32,1,0,0,0,43,47204.0,3,32,36,4,0,0,0,9,47,0.0
283,22420,49,19,49,1,0,0,0,57,38142.0,5,29,36,2,2,1,1,6,35,8.716000000000001
