user_id,utm_source,day,ad_click_timestamp,experimental_group
06234d6f-8729-49d3-a39e-6bba740847e3,facebook,6 - Saturday,,A
068ad376-b5c2-4825-afc0-2be657e1f4df,email,3 - Wednesday,,B
06a18971-a97b-48a4-bda6-3881960e3796,google,4 - Thursday,,B
06a8681a-7de2-4053-8462-29df2b1e8aab,facebook,7 - Sunday,9:2,A
06aa1cc0-4366-4558-b74c-24bb797cff0b,email,4 - Thursday,,A
06cf79f4-ac53-4b72-8736-829b8c63c7df,google,6 - Saturday,,B
06da5468-c366-4388-b0ac-f84ea36949e0,google,5 - Friday,,B
07476cb4-247d-4fe2-b830-a399717bd07e,twitter,7 - Sunday,,B
076b9eb7-a7c3-4319-a830-eb3344d88b6e,google,5 - Friday,,A
0771c92b-2ec8-463d-99fc-d4c31b7264b1,google,7 - Sunday,,B
07760e06-0ff5-4f4b-a483-eaa46e504aca,email,3 - Wednesday,,B
0789f648-70fa-4711-8d1c-62ddde084aff,google,1 - Monday,,A
07cc1e2c-b5cc-4daf-95f2-2326021e7d52,google,4 - Thursday,,B
081372d5-a1a8-4819-9bf1-911d4855360c,twitter,7 - Sunday,,B
082ad0da-546b-4c00-b2f8-e21a5113e66a,facebook,2 - Tuesday,,A
083e3bbf-abe4-418c-8b17-7ac77b436ab1,google,2 - Tuesday,3:21,B
0846d988-4b9e-4593-857b-594dabb8d5bb,google,4 - Thursday,,B
084e8dc0-94df-4321-bbde-dc521b5c58d9,facebook,2 - Tuesday,,A
089cd63a-f7e2-4381-a864-b4378334885f,facebook,7 - Sunday,,B
0928d4d2-9012-4806-99f7-06672ede99af,google,3 - Wednesday,,B
09347a02-3824-481b-a9aa-706047b3fcb0,facebook,4 - Thursday,16:52,A
097b056d-bad3-4fd0-a304-2c1a74bfc64e,google,1 - Monday,,B
099e073f-e629-4ba2-9979-47a8f117b771,facebook,2 - Tuesday,,B
0a046b08-1ed1-4ff6-b64c-176d1472dc9b,facebook,1 - Monday,,A
0a33a6d3-85ba-4120-88a6-63ce94df559d,facebook,4 - Thursday,,B
0a8bcbfc-d71b-4407-8df3-d4d9a85b6fd5,facebook,3 - Wednesday,,B
0aa54825-7375-4b19-8622-d5e8ce41b73e,twitter,4 - Thursday,10:21,A
0b14202a-919f-4d9c-915c-82d0d4c13500,google,1 - Monday,,B
0b4a71b1-b264-4bc3-8ca3-d8c893e009ef,email,5 - Friday,,A
0bac51ca-724a-4e21-bd2e-2ccb9e426d76,email,7 - Sunday,,B
0bece189-a24f-4dcf-888e-583381a26383,google,4 - Thursday,,A
0bf24554-eac9-423d-8dc0-349e9629f422,facebook,1 - Monday,2:2,A
0c1e88c0-dde5-400a-83fb-3b60f86ef62c,google,1 - Monday,,B
0c8fbfbf-38e6-4639-8aff-26f3dbd4492b,google,4 - Thursday,12:23,A
0cb5db50-1ded-4f68-8574-30b94677e4b8,facebook,2 - Tuesday,4:8,A
0d16721b-99cc-4fda-8285-dc0675b93c26,google,4 - Thursday,5:27,A
0d4e8d25-6432-494d-9d25-616d165bdfa7,google,7 - Sunday,,B
0d90321b-e549-4ceb-bc37-e8248a462863,google,6 - Saturday,,A
0d92256f-4380-49c2-91d8-dab758556fe1,facebook,1 - Monday,,B
0db7af3c-1601-4cc5-b68d-7715927c6ce4,facebook,4 - Thursday,,A
0dbb0270-1caf-420a-829f-ff1770ac865b,twitter,3 - Wednesday,13:46,A
0dd20a2e-cb05-46c7-b14a-2e4a54d3dca3,twitter,3 - Wednesday,10:24,B
0dd3a053-0fd2-4761-b588-ecfb2dc85983,email,6 - Saturday,,B
0debfe68-f334-448e-8408-b2147eabac36,google,6 - Saturday,,A
0e02cc50-6226-459c-8cf4-f727a2ab23ad,google,3 - Wednesday,,A
0e07be6f-4a36-4f75-98e7-460c4d2b740a,facebook,3 - Wednesday,,B
0e0b6077-26cb-4d81-908c-61d149c3af4a,facebook,3 - Wednesday,,A
0e79d58c-cf48-4635-ad09-324373a02b72,email,2 - Tuesday,,B
0e83486b-16ce-4565-9d08-16ebdb8e02e6,google,2 - Tuesday,,A
0e857013-279a-46cd-80e3-95e87b4ceb45,google,7 - Sunday,1:49,B
0ef8f17a-3710-4eca-a81f-9184202f6921,twitter,1 - Monday,,A
0f410c84-05f3-450c-8fdf-e514cece69e5,facebook,6 - Saturday,,A
0f618ad1-8b42-4b89-9bac-e42e6c56d4bf,facebook,1 - Monday,,B
0f7c85ed-9ddc-4b4f-abdd-40aa5deda4a3,facebook,3 - Wednesday,,B
0f849a72-a35c-466a-845e-1fe31894e2ab,email,3 - Wednesday,,A
0faba4df-7bea-470a-8100-27b8aa7d7190,google,2 - Tuesday,,A
0fba2e02-2be7-4481-b3f0-cdf9d4529e1c,twitter,1 - Monday,,B
0fc9978b-273f-4ba0-8e27-5d60efb9af3b,facebook,1 - Monday,,B
0fe1e1f1-f3c7-4bd8-8f1d-33bf3c216d7f,facebook,2 - Tuesday,,A
0ffe21ef-31b3-43f4-97fe-22cb7e77f6a0,facebook,5 - Friday,,A
100ca263-d877-4fc2-91ba-c860ab59b4ad,google,5 - Friday,,B
1013d42e-cc4a-4bc1-9994-69ec076f9ae7,google,6 - Saturday,5:1,A
104dfffd-4431-44fd-96a9-579b47709989,google,7 - Sunday,10:14,A
109bf72e-9672-4588-b4d6-a042e6c42cc2,google,3 - Wednesday,21:18,A
10d1b412-39dd-488e-b51c-da566e9edc17,facebook,4 - Thursday,17:44,A
113f979a-b4aa-47fb-ab14-b2ebb211ed40,facebook,5 - Friday,,A
1141b1f9-4e20-4b4f-a0c2-8f7e6bc2b6bd,twitter,2 - Tuesday,,B
114e067e-2f09-452c-a293-859cb8303326,email,1 - Monday,,A
114f097c-92fd-49ce-81bf-e1bdc79d2331,email,5 - Friday,,A
11b9794f-1c03-42f3-835b-a186246972e5,google,5 - Friday,19:30,A
11dc2311-0767-40a4-a20a-0993b35dabaa,twitter,2 - Tuesday,,B
11fa454b-a8c1-49aa-b67f-259ef35ddcc1,google,4 - Thursday,,B
1216b380-59e6-4f5c-9eeb-dfc7bf5bff2a,google,4 - Thursday,,A
12342f14-735b-48e7-bf14-254431f97c6a,facebook,4 - Thursday,,A
1270b9c0-8c7a-4f48-9f96-3e35506c0004,facebook,5 - Friday,13:14,A
12a88f6b-867c-49b5-8f08-f388a713eed6,google,7 - Sunday,,B
12e9fe38-cece-40fc-81bf-4ffcc5fc517b,facebook,4 - Thursday,,A
1329b431-8c4c-4c9e-9401-010514b9191c,facebook,6 - Saturday,,A
1341107e-f165-43d7-83ac-50b93018f51b,facebook,6 - Saturday,,B
1347db28-96ff-4b24-9c75-4244fa264d34,facebook,7 - Sunday,,A
1374e11b-f464-47ee-bcac-f6a3bcd4ca8f,twitter,5 - Friday,,B
13a24496-be1c-4b7a-8047-136adf7fcec7,email,7 - Sunday,4:56,B
14037552-3824-4ced-94c0-4c0169d2ed82,email,4 - Thursday,,A
1407b896-103c-4285-8ab9-7f8ab133be36,twitter,6 - Saturday,,B
14156013-6dbc-4e0c-9fc7-6cc38f948a5e,google,6 - Saturday,,A
1417ad8a-bf36-496c-9b1b-60748eb88662,facebook,7 - Sunday,,B
146a88f0-8c2a-4fec-b490-7627a510aa0d,google,2 - Tuesday,18:18,B
1494e5f0-c9a7-4227-ba25-8859c1ab0c9a,facebook,2 - Tuesday,,B
149dd9b5-6c8d-4f3b-8e5f-6b301320e18d,email,1 - Monday,,B
14bf72e4-5d67-49d1-8274-fe499ae76beb,facebook,1 - Monday,,B
14d03cbd-3023-43ba-ba59-62ffa7a70c5d,email,4 - Thursday,,B
150df082-b206-4a5a-80eb-9282541c6c8c,email,1 - Monday,14:55,B
1557a27f-2398-47d0-b575-4158c6cba448,email,2 - Tuesday,18:21,A
15738e47-6840-4715-8470-31737e507eb4,twitter,6 - Saturday,20:27,A
1576a422-8e7e-4e90-bdfe-7da4beb30594,email,2 - Tuesday,2:44,B
15d71acb-cdc9-4836-8b68-505dd736d220,google,2 - Tuesday,11:42,B
15df4517-7c92-43cc-b4b2-be4a68a5e6c6,google,2 - Tuesday,,A
15fde49a-4b5b-4166-ac97-8d6790322623,google,3 - Wednesday,,A
160f914d-ec98-4224-9f10-df058061b076,google,3 - Wednesday,15:23,B
161e023d-5442-460c-860d-c15f0811bb33,google,5 - Friday,13:11,A
169d2256-aee1-4fd3-9994-471b561b68fb,facebook,2 - Tuesday,22:7,B
16aadabf-f853-4389-a4cb-cb28dd9dcdc6,twitter,2 - Tuesday,10:27,B
16e8600f-8a82-459f-b42d-86e2acd3578f,google,4 - Thursday,,B
16f732f4-1903-4950-9177-32023615ddfc,facebook,4 - Thursday,,A
1723fd58-84e3-4ec5-94d5-865ba2349402,google,6 - Saturday,,A
172cb746-64da-45ee-a52b-8b26fbb00967,twitter,6 - Saturday,23:31,A
172dceb3-76e2-4245-8e61-f73a808e85f6,google,6 - Saturday,,A
17425c6d-15c1-4350-99e7-ed1069f00c37,google,2 - Tuesday,10:33,A
17496fbb-9a4f-4754-a9e1-4b7923de278d,email,1 - Monday,,A
176626fe-d502-4eae-be2f-91195a457339,facebook,6 - Saturday,18:39,B
17b69427-179e-4144-94e6-777442802bbb,facebook,4 - Thursday,,B
17e16580-671b-43dd-8249-6e52c062cdf2,google,1 - Monday,21:30,A
17fc0365-6284-4b9c-84f8-82478454516a,twitter,7 - Sunday,,B
181e85c2-f3a7-41f2-8d2b-187f11530fcb,twitter,3 - Wednesday,17:14,B
182b9d1a-9ad9-467f-8a1e-3203491e2cbc,facebook,1 - Monday,,A
18a1206f-6f02-46a7-a6f6-195a2b95c108,google,5 - Friday,,B
18e857b9-9ae8-4bbd-88fd-c33810b0ab8f,google,1 - Monday,,A
19033b31-6419-41df-ac72-0e74a2097792,google,5 - Friday,16:8,A
191825e0-a4f0-4632-b00c-68377020e9f4,twitter,5 - Friday,,B
191ce343-baff-47ec-a9c0-a10ffa05612c,google,6 - Saturday,7:16,B
191ef4b0-d326-41b4-9b3b-18169513a5b1,email,3 - Wednesday,1:29,B
1966350d-38e5-4184-9fce-0aa0836091cd,facebook,5 - Friday,,A
199aef69-733a-4e87-aaf0-73b6099656f5,facebook,6 - Saturday,5:38,A
19dfba1f-e466-409e-ac25-78ddf1104f28,google,2 - Tuesday,,B
19facd7f-13f4-4625-a343-c0d4f7a0442b,facebook,4 - Thursday,9:16,A
1a0d0406-c783-4acd-9af2-557973c39a60,google,6 - Saturday,18:2,A
1a2cb335-d794-4c23-88c6-891368a6b06d,google,2 - Tuesday,,A
1a43b8b5-90e5-4665-90b4-6714bc9a077e,facebook,5 - Friday,7:5,B
1a44c07e-d9b1-470e-a6c5-e1f08a5baae6,email,3 - Wednesday,19:59,A
1a5e598a-3a75-4bb7-a075-3a935a10ebdb,twitter,6 - Saturday,,A
1a8b9bf2-12be-4ef3-bc6e-5ba78b3bb37b,twitter,5 - Friday,,B
1a9d330d-7dfd-4fdc-8947-9b00bcd932e6,google,7 - Sunday,22:19,A
1ab2a1cb-21f0-4449-b947-379a0027568b,google,2 - Tuesday,,A
1ae664e9-68e0-46bb-91c4-90fd7432903d,google,4 - Thursday,6:44,A
1b1151d6-99ff-481b-99c6-ac500f9f58f0,twitter,4 - Thursday,,B
1b2c058e-56f1-4df7-8d44-89734aab8c3e,email,4 - Thursday,,B
1b4a9f64-b1a2-4cd8-8494-1e5ca84e4311,google,4 - Thursday,,A
1b512fff-6426-4ba3-85d7-99047d17669b,google,2 - Tuesday,,B
1b9ba02b-a07b-479d-bcbe-3a078ba6ef71,facebook,5 - Friday,,A
1bc8dc5e-850e-4938-98ba-07e69459c34a,facebook,7 - Sunday,,B
1c0a45db-18c4-4737-904f-98c868c539c9,google,6 - Saturday,,A
1c5484ac-d4e5-472d-a1a1-668fcd9e93a3,google,3 - Wednesday,,A
1c740fea-d503-4e35-a0f9-450ef58b44a3,email,3 - Wednesday,,A
1c7cbeb2-2d12-405e-96ea-5c423b9af588,google,3 - Wednesday,,B
1cb5a89f-28ab-429a-bca8-a48a38853533,facebook,7 - Sunday,14:6,B
1cc72b9f-0b2c-4af0-b416-ccec1ec3009b,facebook,1 - Monday,16:14,A
1cdecfa5-c45f-40aa-be84-3cc77770db57,twitter,2 - Tuesday,15:39,A
1d77fbac-bd9c-44f9-89ff-2681d391c935,facebook,3 - Wednesday,,A
1d9b9721-6da9-4a1f-a8a6-9eef0d82d2e7,facebook,5 - Friday,,B
1db6c07e-5453-4986-a722-ad36b59ad77e,email,3 - Wednesday,,B
1db9ddd5-acf1-4dc1-9805-1e678a2a810a,facebook,3 - Wednesday,,B
1dcd9a1f-c908-4df9-8b39-c21add71340b,email,7 - Sunday,,B
1def6840-935a-491f-b4b7-4ec3e112c4d2,google,5 - Friday,6:59,B
1dfda621-a863-4e6f-bfb7-059b0404ad36,facebook,6 - Saturday,,B
1e177d92-5a81-41e6-8641-98b6238c8adf,twitter,6 - Saturday,23:54,A
1e2e2d4f-d537-45e5-b5ee-14534ae92aed,facebook,2 - Tuesday,17:49,B
1e53eedc-18f5-4df5-abef-57ddcfa19734,google,5 - Friday,,A
1e5d51be-7323-4833-857c-2942e3eec3e8,google,2 - Tuesday,,A
1e9621f5-1b4b-4a4b-9aaa-910880f39199,google,4 - Thursday,,A
1e999b9d-006c-4a6a-b677-b110559ba437,twitter,7 - Sunday,,B
1ed288fa-6d60-49a5-aa6f-95a19e82927c,email,3 - Wednesday,,A
1ee6aa3f-99f8-4c2a-8f9c-574f1d58c7e2,google,4 - Thursday,,A
1f0080cd-4d66-4f3e-b1ac-a805171659bf,twitter,6 - Saturday,12:39,B
1f08ef1f-8494-41e1-b28a-990d5d99e602,twitter,4 - Thursday,,A
1f0eea1d-2222-4fd1-ab90-e50f00b2ad4e,email,4 - Thursday,10:19,A
1f168baf-d032-4cfc-8fb0-85423e2cab4b,facebook,6 - Saturday,,A
1f18c946-c315-4e0d-9f71-95bf9a177f3e,google,1 - Monday,,B
1f1b4474-6c96-4f06-968b-6316c57a916d,google,1 - Monday,,A
1f2464e0-034e-4926-8514-a8ed3bfc0701,twitter,2 - Tuesday,,A
1f57fb13-c9d9-4de7-891f-d98c0b9fd759,google,4 - Thursday,,A
1fa32cb6-8a0e-44b6-9921-c22d43c2b6b0,twitter,2 - Tuesday,,A
1fa4d77c-760e-4556-a05c-0d3665f7c61e,google,6 - Saturday,,B
1fb650f8-ead0-4e72-9f92-5b5503d3c79b,facebook,4 - Thursday,16:36,A
20011868-85c9-49d3-841e-865a3bb09679,google,1 - Monday,7:4,B
2055505c-2858-4148-81f6-0c8f219e5d66,facebook,1 - Monday,,B
20951523-a61a-4068-806c-22af9f2ea114,email,5 - Friday,16:18,A
20acd74f-32a4-453c-9dce-aa432d189cd2,email,5 - Friday,,B
20c25dcf-bae3-466b-bc81-72a79b77eea3,twitter,5 - Friday,,B
20d7dab7-4f06-4a31-bdae-5012982a54b3,google,5 - Friday,,B
20fbd744-fbc2-423d-a6ac-c635eb8848a9,google,5 - Friday,,B
210de6db-96a9-4066-a061-cb650bcdfa84,facebook,5 - Friday,,A
2151e9f8-9b2a-43a0-b63e-745eacf9b6de,google,4 - Thursday,,B
215725cf-9b83-4bd9-8331-a2b4863fb68d,twitter,5 - Friday,,B
218a6c7b-a055-4cad-8ff9-d6d181479bb7,google,3 - Wednesday,21:16,B
21b3286b-5464-4ec5-8fb4-d1c7d8de942f,google,7 - Sunday,17:37,B
21ba3742-d996-4400-a5b6-81313ab693bd,twitter,2 - Tuesday,,A
222f81e7-912c-4131-a21b-d6230d430390,google,4 - Thursday,,A
2243791f-4d45-4170-a45f-07fe3532a715,google,7 - Sunday,,B
23386657-ef88-4a83-81c4-e311568d3319,google,1 - Monday,,B
2369de2c-60cb-4f2e-8b1d-0425f8228264,facebook,6 - Saturday,,A
236b7bbe-aab5-42c4-b26e-897e204b3e3e,google,5 - Friday,,A
23a6c2a5-8342-4939-94f7-5183812740fc,twitter,2 - Tuesday,,B
23be0c60-0b8d-4413-bf83-6a0fb418921c,facebook,4 - Thursday,,A
23c9d404-4400-46d3-a74f-81bd46572a4a,google,5 - Friday,19:2,B
23e94126-9547-4d0e-83c2-bf2eb2fff5b3,facebook,3 - Wednesday,,A
23f20b1c-6271-4007-8ec4-e0e2e26a1a06,google,1 - Monday,,A
2420678f-e5f3-4d28-8413-f70044b2f1f4,google,6 - Saturday,10:48,B
242bfede-7dc0-4c35-8576-4961af4afa79,email,5 - Friday,,A
242ccb72-3596-4b64-877a-7aefaf6ce559,email,4 - Thursday,,A
2478194c-713f-4cd0-99b0-fd409f425167,email,2 - Tuesday,,A
24eb6155-2d5d-4948-96ab-c4c588458af5,twitter,7 - Sunday,0:2,A
24f10255-0caf-4be1-96d0-22a8522b08b6,facebook,7 - Sunday,9:52,A
24f20d3e-ff52-4070-adf1-72fd3ed656b7,google,4 - Thursday,19:38,A
253a5e85-8314-48bd-8414-de0f155a399d,facebook,6 - Saturday,,A
256025d0-3f8e-40cc-a44f-449a74ec9525,google,2 - Tuesday,1:10,A
2590abc8-e7e6-4b58-a4a7-cd4d3cd665b2,email,3 - Wednesday,,A
25aaec1e-cf3e-47ff-9de4-76dc4fa0ce97,facebook,2 - Tuesday,,A
261ad9ce-f041-43a5-958b-e008207314fd,twitter,4 - Thursday,,A
265a7868-6cc2-4c94-8d27-4d5815fa4425,facebook,6 - Saturday,5:42,A
2696944e-ccd3-4218-aca0-da9929d7d1a9,facebook,1 - Monday,,A
2697d44a-ea0f-43f7-b4c2-b9a5b0ce43d0,email,3 - Wednesday,,A
26a91cb3-5d1d-4fdf-aeed-f0cb2dd3bb6c,email,1 - Monday,,A
26bf269d-21ab-41b0-90c5-8cf1d54dc08d,google,3 - Wednesday,,A
26cad644-85f0-4580-a443-56030f6ba408,google,1 - Monday,,A
271189ce-af0b-4255-81a3-4b4cf46ef5be,twitter,3 - Wednesday,,A
2713d760-9a3c-47b6-a549-1c7e7c045c54,google,2 - Tuesday,6:2,A
27144979-7b5a-48b2-87c0-2205643909ae,facebook,1 - Monday,,A
27264d38-e2f6-49c0-b28d-983e0269ba79,facebook,5 - Friday,,A
28043eb6-aea7-47e4-b85a-561c304c41e4,google,1 - Monday,,B
28152d5c-178c-493b-9ae7-ce37b764101a,twitter,3 - Wednesday,,A
2828dcea-6901-4f72-a5ce-64bd1bcd51c4,google,2 - Tuesday,10:48,A
283c3ef5-b078-4c46-9941-0f850195aae7,facebook,4 - Thursday,,A
284e0144-7474-426d-9465-ab13251a57a9,facebook,5 - Friday,,A
2885b23e-6d67-4cb7-9787-2a18125c9fd3,google,5 - Friday,4:34,B
288624cb-39a7-4859-a1f1-8db8080e0cc5,facebook,4 - Thursday,,A
2888f625-68c9-4967-935d-c2cc55e748d9,email,6 - Saturday,,B
288e940f-50b1-4128-967c-7f570d336ec2,google,7 - Sunday,,B
28968549-1bce-4a2d-8ab6-a120ad9a9c23,google,6 - Saturday,5:4,B
28b8217a-b5d9-4a84-afa2-57400e709fbf,twitter,7 - Sunday,,B
290600f3-ffeb-4d40-be6d-b3d5d138401b,facebook,2 - Tuesday,15:47,A
290f6b8d-fb85-4b08-a43c-88033c7348e8,facebook,2 - Tuesday,,A
2919d76b-6e0c-4f6a-b917-b9726f8fa5c4,google,1 - Monday,,A
2966b091-7308-45bc-aa8d-9e618309c952,google,3 - Wednesday,,B
29ddf8e3-403a-4e42-9269-862ce4d6a50d,google,7 - Sunday,6:9,A
29ec3a2d-6715-4670-a192-8d29a1bcb83d,email,1 - Monday,9:18,A
2a21bec5-8bb2-4ce9-b8a9-3d283796120f,twitter,5 - Friday,,B
2a3ad8be-086c-429e-b86a-3e6db878322d,google,2 - Tuesday,,B
2a43000d-e078-40cf-97fa-b6f1b988dec4,facebook,7 - Sunday,,A
2a6f1995-388f-470a-b1ed-0b82a734c98e,google,2 - Tuesday,21:33,B
2aa695a4-6967-450f-9b3a-f4815955dff2,email,7 - Sunday,15:32,B
2ae07c66-2489-40cb-8215-2418418850a7,facebook,5 - Friday,21:0,A
2b2f3c44-d04d-4fe1-a5f7-78648bebae7b,facebook,6 - Saturday,21:14,A
2b4d4cef-f878-48d2-9ed2-56ab00b55b60,facebook,4 - Thursday,,B
2b8585f8-59e8-4e08-9263-20cdc42e1699,google,1 - Monday,,B
2bb29456-33b5-43f8-886c-2b2e87abcb68,facebook,6 - Saturday,,A
2bba71c6-f7af-410b-a098-95e72770a926,google,4 - Thursday,13:9,B
2bfd252a-78f4-49d4-b6cc-f045efa42248,facebook,6 - Saturday,,B
2c22996d-00f6-4bab-a046-f891cc4b7139,facebook,1 - Monday,,B
2c520fc3-c1d4-4acb-9d21-cebb1010caf2,google,5 - Friday,,B
2c542231-ae8d-46d8-a21f-8e4d1484c7c0,twitter,4 - Thursday,17:40,B
2c6f9891-0329-4827-a819-98f8ede8ccea,email,3 - Wednesday,,B
2c82544e-be74-42ec-99d9-48a0a120b2d7,twitter,3 - Wednesday,,B
2cbf7b96-b620-445a-8f30-cd1249529b4f,google,3 - Wednesday,,B
2cd1758f-7aa3-4a86-a6a9-30c22b51b93d,google,5 - Friday,,A
2d06492b-03d3-4774-aa1a-76cb710240f2,facebook,6 - Saturday,13:21,B
2d7c9f34-27b0-4db4-98bb-d5f85e0e2d48,facebook,5 - Friday,10:52,B
2d82775e-b1a1-4f67-9e0a-42cc71b8b541,google,4 - Thursday,,B
2d871db4-d545-4148-b0be-6f2738c7d384,facebook,2 - Tuesday,,B
2db142dc-ed84-46bf-9318-a0160c0f793b,google,5 - Friday,11:33,B
2df8d433-aef0-489d-9194-523ac276f81d,google,5 - Friday,19:49,A
2ec84656-b8bb-451d-a920-7530fa0169cd,facebook,1 - Monday,15:56,A
2f17b717-9971-477d-ae31-9212416ab4e1,facebook,2 - Tuesday,22:17,A
2f5b3b9d-408c-40e0-ac83-f32fbb0c0a4e,google,3 - Wednesday,,A
2f702f9d-3fb3-4e77-afbf-6433874f5adb,twitter,2 - Tuesday,20:24,B
2f8cd274-5506-44d5-a79d-182817b5a94b,email,2 - Tuesday,,A
2ffaa252-eb4a-4215-a875-e5b10029f100,facebook,6 - Saturday,,B
301cb396-7b22-495e-a9c8-6daaec489001,email,4 - Thursday,22:9,A
3029be04-8476-4143-a79a-fca4c560ecf0,facebook,3 - Wednesday,,A
304f13e9-cba2-4530-8492-a7f05d557a75,google,2 - Tuesday,,B
305bb976-2bd0-4548-92e5-59271f7874d4,facebook,6 - Saturday,23:26,A
30933060-b86c-47ca-8d3f-b2e906fd9542,facebook,7 - Sunday,,A
309463d8-87a8-4f71-82ec-4d04f7d653c1,facebook,3 - Wednesday,9:50,A
30a2c7ca-d874-41e7-9291-5d59be110c9b,facebook,1 - Monday,,A
30dfee94-1fc1-4f75-ac4f-bf17da90477b,facebook,2 - Tuesday,,B
3128fb23-63e9-4a9a-8daf-c9dbd00abe4d,google,3 - Wednesday,,A
313349db-329d-4f28-946b-94517e70f988,google,7 - Sunday,5:4,B
3152267b-855c-4aba-b914-e9d3f6bf7dd8,google,3 - Wednesday,,A
31fe98e0-90e3-4edb-8373-4df139d244ab,email,3 - Wednesday,,B
3228ffcc-59c5-4339-9fc6-eec4d5becb49,facebook,1 - Monday,,A
32371193-7af0-4aaa-9605-db14a822ebfe,google,6 - Saturday,,A
323f8e5b-cd58-4f0e-81ef-90dc695ab586,facebook,2 - Tuesday,,B
32a7bfad-bb0f-4812-83b5-24fdec7afeed,facebook,7 - Sunday,11:7,A
32cbf9c5-4c5c-4b77-8fdc-7bd46fef11f3,facebook,7 - Sunday,,A
32d80ddc-e2d0-4311-b649-2ee727d0ef72,facebook,5 - Friday,,A
32e00785-7603-48eb-b525-1ea46c3d24dd,google,5 - Friday,16:58,A
332ceb2c-996a-44cc-8300-03f4ceed5959,google,5 - Friday,,B
335b8b3a-4505-440f-94d2-c6034bc92d1f,facebook,4 - Thursday,,B
33676539-9eb5-4e73-abda-97827febecfd,google,5 - Friday,13:54,B
33848ea0-4c4a-4d5a-82ff-8c9e28f6e26b,email,1 - Monday,18:50,A
338efbfd-8030-4934-ab8c-a63fa0aeec40,facebook,2 - Tuesday,,B
33c4298e-ee0a-4164-a692-f8a5ba96143e,facebook,4 - Thursday,,B
33ccdc7b-fea7-49de-a74d-8b513a67ba1f,email,4 - Thursday,8:31,B
33df3ae8-b77e-4682-bef3-11eb8f16f833,google,5 - Friday,,A
34167230-2b32-49d1-8e9d-39b1b0291bdc,google,3 - Wednesday,,A
34de25d9-5c24-4d6e-9afb-a3ab6e9637bd,google,1 - Monday,15:14,B
34ef1dcb-ab47-4e4d-a280-d4fa178af3ae,google,6 - Saturday,,A
34f593df-e0e0-4b98-b39f-77bd6c9f9c2a,facebook,7 - Sunday,,A
357c2a2a-cc14-4e62-909e-1a109ef44f55,google,6 - Saturday,,B
357ebd21-f3b1-45a7-9139-5b25a0073143,facebook,7 - Sunday,1:13,B
358204fe-f9da-4e14-977f-a45792a7d166,email,6 - Saturday,,A
35845f28-e85d-4780-9c38-d26cb0026008,google,5 - Friday,2:40,B
35faad7e-b4f8-4cde-a276-e8eedc2f907b,google,2 - Tuesday,10:6,B
36056ad2-d5ae-47c3-a94d-28bfa86a529c,google,7 - Sunday,10:34,B
